sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
3560,10,10,1e-05,kang_sparse_2015_adaptation,1.1467176852738052e-05,40,30,30,False,1947.0576000167057,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3560,10,10,1e-05,uniform_gradient_pruning,5.739270204916227e-05,20,10,10,False,1679.2765999562107,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04529379029948854, 0.09045254278868212, 0.13471037792471757, 0.17900716120944532, 0.22462730181775462, 0.27622777258715825, 0.32891604609478386, 0.3759581344220766, 0.422564067744442, 0.4735556330873688, 0.5207376581141855, 0.5678729045463304, 0.6205873044089619, 0.6799080059550578, 0.7326171300543893, 0.7832112018559381, 0.8367472628903664, 0.8771314200921587, 0.9155934251882583, 0.9554321047119451]"
3580,11,11,1e-05,ours,0.0005824608284686635,32,21,21,False,33.3396,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.00468438258394599, 0.009390834718942642, 0.014637410640716553, 0.021701877936720848, 0.03243783116340637, 0.043258994817733765, 0.05042985454201698, 0.060611482709646225, 0.07434020936489105, 0.08634911477565765, 0.09602953493595123, 0.1043568029999733, 0.11111481487751007, 0.11646241694688797, 0.12185434252023697, 0.12866473197937012, 0.13631850481033325, 0.1451188623905182, 0.16221435368061066, 0.18982750177383423, 0.20684009790420532, 0.2254241555929184, 0.2497846633195877, 0.2878018021583557, 0.3431898355484009, 0.42636409401893616, 0.47717198729515076, 0.6068518161773682, 0.664621114730835, 0.749706506729126, 0.8031668066978455, 0.8603588938713074]"
3580,11,11,1e-05,kang_sparse_2015_adaptation,1.4540780087265407e-05,40,29,29,False,2124.092100013513,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3580,11,11,1e-05,uniform_gradient_pruning,7.290588861358744e-05,20,9,9,False,1831.6604999708943,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04716861325906873, 0.09423726732709631, 0.1398744926375713, 0.18318921005762567, 0.22338864415065343, 0.2593653929436917, 0.29939611069308725, 0.3423143325788256, 0.39067725742789466, 0.44028769523595945, 0.4936173897166243, 0.5558941052945395, 0.5980586300228641, 0.6368198260293781, 0.6840911675392822, 0.7423720720255005, 0.8011823534991394, 0.8538356690521828, 0.8999487333094922, 0.9494259850571509]"
715,12,12,1e-05,ours,0.0005128866091495689,32,20,20,False,35.9756,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.003552753012627363, 0.006619920022785664, 0.010272904299199581, 0.015074443072080612, 0.019169485196471214, 0.024282969534397125, 0.03116690181195736, 0.0395238995552063, 0.049543555825948715, 0.06084064766764641, 0.07092517614364624, 0.0800381749868393, 0.09116987884044647, 0.10212522000074387, 0.11052441596984863, 0.11734196543693542, 0.12497299164533615, 0.13773368299007416, 0.16698342561721802, 0.18204982578754425, 0.19883111119270325, 0.21961556375026703, 0.23787468671798706, 0.2740851044654846, 0.3447922468185425, 0.4247379004955292, 0.4835602343082428, 0.6075841188430786, 0.668091893196106, 0.7759072780609131, 0.7982618808746338, 0.8370697498321533]"
715,12,12,1e-05,kang_sparse_2015_adaptation,1.9598972638877934e-05,40,28,28,False,2007.9815000644885,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
715,12,12,1e-05,uniform_gradient_pruning,6.51126901713439e-05,20,8,8,False,1540.5111000291072,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05650148845277443, 0.11101683863297411, 0.15992190861527072, 0.1963589549242421, 0.2392410061799895, 0.2827977962437011, 0.3338626259230112, 0.3860407685369793, 0.4289263106970856, 0.469528874566924, 0.5194766031634931, 0.5739938556494517, 0.624203607179408, 0.6696055998016195, 0.7159497841735406, 0.7619276660074733, 0.8060938102136135, 0.8464603397951926, 0.8929541102302813, 0.9456950292203028]"
2867,13,13,1e-05,ours,0.00046510576486426416,32,19,19,False,29.93125,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0023707218933850527, 0.007847837172448635, 0.014347221702337265, 0.020006516948342323, 0.025157267227768898, 0.03426201269030571, 0.048170238733291626, 0.06564652174711227, 0.08942805230617523, 0.10794328153133392, 0.1163371205329895, 0.12201125919818878, 0.1292220950126648, 0.1412692368030548, 0.17379316687583923, 0.19501714408397675, 0.21164114773273468, 0.22357653081417084, 0.24051323533058167, 0.2586580812931061, 0.2777603268623352, 0.301157146692276, 0.3355591595172882, 0.3667973577976227, 0.41359516978263855, 0.46901869773864746, 0.5422842502593994, 0.5957503318786621, 0.7231595516204834, 0.7917572855949402, 0.8032001852989197, 0.8375200033187866]"
2867,13,13,1e-05,kang_sparse_2015_adaptation,3.985203149991856e-05,40,27,27,False,2002.0232000388205,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
2867,13,13,1e-05,uniform_gradient_pruning,8.058956073854717e-05,20,7,7,False,1583.0004999879748,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.041483350108227776, 0.08257776922544667, 0.12480718946910402, 0.17524983094142102, 0.2408683594988407, 0.2937962945649558, 0.3389324959289586, 0.3850946719833821, 0.43604856949128235, 0.4805650597326066, 0.5200893301700189, 0.5625524231344773, 0.6158383767311543, 0.6694588202387894, 0.7148959603859306, 0.7613693126655906, 0.8097795639521659, 0.8536372029681407, 0.9006238845943215, 0.9501652004379457]"
1649,14,14,1e-05,ours,0.0008751592591640936,32,18,18,False,29.04655,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.004286718554794788, 0.008424878120422363, 0.012619329616427422, 0.01821715384721756, 0.023097584024071693, 0.03538043424487114, 0.054718371480703354, 0.07770324498414993, 0.10119408369064331, 0.11844684928655624, 0.12934401631355286, 0.1375274509191513, 0.15342754125595093, 0.18576043844223022, 0.20097137987613678, 0.2155693620443344, 0.2278173863887787, 0.24068956077098846, 0.2580195367336273, 0.27744099497795105, 0.2956586480140686, 0.3203936219215393, 0.35668644309043884, 0.3980143666267395, 0.4441719353199005, 0.4958876669406891, 0.5799857378005981, 0.6599804162979126, 0.7291443943977356, 0.7917553782463074, 0.7987092733383179, 0.8432440161705017]"
1649,14,14,1e-05,kang_sparse_2015_adaptation,4.207895179629285e-05,40,26,26,False,1550.910499994643,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
1649,14,14,1e-05,uniform_gradient_pruning,0.00010116321958094627,20,6,6,False,1650.244600023143,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04730348595489594, 0.0944639201622799, 0.1411349691666567, 0.18759866271287734, 0.2340527416633676, 0.27981434213636647, 0.3251510079681783, 0.370709682136603, 0.41701912967658483, 0.4702706352451661, 0.5247690863888902, 0.5763874019839502, 0.6258772341594735, 0.674145686545149, 0.7175382823280435, 0.7614119115186253, 0.8105837566436456, 0.8592441192044575, 0.9030285516127173, 0.9515063746193413]"
431,15,15,1e-05,ours,0.0017337360489428,32,17,17,False,28.09875,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0034207813441753387, 0.008725528605282307, 0.013973919674754143, 0.019200608134269714, 0.024174761027097702, 0.030870776623487473, 0.040631163865327835, 0.058022476732730865, 0.07676570862531662, 0.08856329321861267, 0.0984269455075264, 0.10983557999134064, 0.12017997354269028, 0.13024723529815674, 0.16842082142829895, 0.1856006681919098, 0.19854488968849182, 0.20797820389270782, 0.22393740713596344, 0.2488967776298523, 0.2736545205116272, 0.3025799095630646, 0.335885226726532, 0.3779580593109131, 0.44915658235549927, 0.5193016529083252, 0.5537959933280945, 0.6542748212814331, 0.7687857151031494, 0.815680980682373, 0.8464176654815674, 0.8797950744628906]"
431,15,15,1e-05,kang_sparse_2015_adaptation,3.84140250040976e-05,40,25,25,False,2114.176500006579,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
431,15,15,1e-05,uniform_gradient_pruning,0.0001304264805299221,20,5,5,False,1992.8486000280827,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.042122787910812164, 0.08397584093533395, 0.1255730399478871, 0.16934988735721251, 0.21774714547495289, 0.276162914993119, 0.33672493027567896, 0.3923736304410684, 0.438121172962334, 0.47725707906032666, 0.5195917592862653, 0.5712392459725447, 0.6240146551452033, 0.6687371273562733, 0.7123256006488481, 0.7553979250692958, 0.7987247941989049, 0.8432882933735673, 0.8909068576604962, 0.9440039926611745]"
192,16,16,1e-05,ours,0.002438803720642618,32,16,16,False,34.62675,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0023780977353453636, 0.006096723955124617, 0.010117090307176113, 0.014220324344933033, 0.018137086182832718, 0.021773120388388634, 0.024293024092912674, 0.02670232579112053, 0.03015558421611786, 0.04298870638012886, 0.06834642589092255, 0.09141796827316284, 0.10498014092445374, 0.11818628758192062, 0.1452764868736267, 0.1641640067100525, 0.18150459229946136, 0.19715198874473572, 0.21389923989772797, 0.23189988732337952, 0.2527046799659729, 0.2803713381290436, 0.31546449661254883, 0.35320836305618286, 0.4187145531177521, 0.4801890552043915, 0.541028618812561, 0.6125848889350891, 0.6993259191513062, 0.7696589827537537, 0.8045961260795593, 0.8148504495620728]"
