sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
2660,4,3,2.5e-05,kang_sparse_2015_adaptation,1.7054277845782304e-05,3,0,-1,True,3600.6548999866936,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.36585365853658536, 0.5610708841463414, 0.7076981707317073]"
2660,4,3,2.5e-05,uniform_gradient_pruning,1.166282653129856e-05,3,0,-1,True,13604.357999996864,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.266948841953796, 0.6388320824866718, 0.6730019801084784]"
248,4,4,2.5e-05,ours,2.40243844320531e-05,6,2,2,True,17.01905,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.20388789474964142, 0.39773494005203247, 0.5535518527030945, 0.8197313547134399, 0.8534852266311646, 0.9367127418518066]"
248,4,4,2.5e-05,kang_sparse_2015_adaptation,6.5831780476437235e-06,5,1,1,True,2378.0781000095885,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.25952743902439024, 0.40034298780487804, 0.5194359756097561, 0.648246951219512, 0.7785823170731708]"
248,4,4,2.5e-05,uniform_gradient_pruning,2.4284310661259097e-05,4,0,0,True,14037.364999996498,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.26567818894935774, 0.3688359100441492, 0.6062026106701157, 0.7396496427821839]"
2122,4,2,2.5e-05,ours,2.1496738733287974e-05,4,2,0,True,21.7592,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.31020018458366394, 0.45463305711746216, 0.609127938747406, 0.8274222612380981]"
2122,4,2,2.5e-05,kang_sparse_2015_adaptation,7.504574713108193e-07,30,28,26,True,3987.2128999850247,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439]"
2122,4,2,2.5e-05,uniform_gradient_pruning,1.87491622249612e-05,2,0,-2,True,16636.452999999165,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.3251959004403457, 0.5007824616243792]"
2794,4,2,2.5e-05,ours,2.428068894188431e-05,3,1,-1,True,19.89945,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.13760143518447876, 0.20616158843040466, 0.4002273678779602]"
2794,4,2,2.5e-05,kang_sparse_2015_adaptation,9.285331054509818e-06,3,1,-1,True,2833.4005999931833,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.29268292682926833, 0.48413681402439024, 0.6585365853658536]"
2794,4,2,2.5e-05,uniform_gradient_pruning,7.232187418812031e-06,2,0,-2,True,15031.975099991541,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.30711412161700263, 0.690048464790949]"
2247,4,3,2.5e-05,ours,2.383120762025829e-05,8,5,4,True,17.5405,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.23257577419281006, 0.26520729064941406, 0.29678258299827576, 0.5483242273330688, 0.5797388553619385, 0.6116414070129395, 0.8530357480049133, 0.8931311368942261]"
2247,4,3,2.5e-05,kang_sparse_2015_adaptation,1.365020649774837e-05,4,1,0,True,3062.1987999766134,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.3172637195121951, 0.5118140243902439, 0.6095655487804879, 0.7780106707317074]"
2247,4,3,2.5e-05,uniform_gradient_pruning,1.797640333423133e-05,3,0,-1,True,15124.70349999785,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.320402275454243, 0.634590655726468, 0.7497512208691137]"
203,4,4,2.5e-05,ours,1.701992318884186e-05,5,1,1,True,17.978749999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0810343325138092, 0.2625891864299774, 0.3253075182437897, 0.6808696985244751, 0.8218621015548706]"
203,4,4,2.5e-05,kang_sparse_2015_adaptation,1.4896371946774212e-05,3,-1,-1,True,3766.0229000030085,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.3504192073170732, 0.5750762195121951, 0.7747713414634146]"
203,4,4,2.5e-05,uniform_gradient_pruning,1.686864240794772e-05,3,-1,-1,True,15413.151000000653,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.3455299190484751, 0.5936696813496095, 0.7345575370755973]"
3670,4,3,2.5e-05,ours,2.2711439160163696e-05,6,3,2,True,17.49125,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.22751377522945404, 0.3190005421638489, 0.5351857542991638, 0.6007251143455505, 0.8121892213821411, 0.8472875356674194]"
3670,4,3,2.5e-05,kang_sparse_2015_adaptation,9.596420498444795e-06,5,2,1,True,3036.3427999982378,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.19607469512195125, 0.29554115853658536, 0.390625, 0.5735518292682927, 0.7320884146341463]"
3670,4,3,2.5e-05,uniform_gradient_pruning,2.2315124022860198e-05,3,0,-1,True,14878.750600008061,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2845973695501723, 0.3095604493217815, 0.5527849345719922]"
1531,4,4,2.5e-05,ours,2.481919360224222e-05,5,1,1,True,18.224600000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.29141974449157715, 0.41570690274238586, 0.44687479734420776, 0.6191582679748535, 0.7716863751411438]"
1531,4,4,2.5e-05,kang_sparse_2015_adaptation,1.3271227916250511e-05,4,0,0,True,2841.621799991117,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2679115853658537, 0.45141006097560976, 0.5613567073170732, 0.7076981707317073]"
1531,4,4,2.5e-05,uniform_gradient_pruning,1.0477940539447133e-05,3,-1,-1,True,13417.60850000719,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.5074774753019472, 0.5665148446187388, 0.6325269686307381]"
1608,4,3,2.5e-05,ours,2.085514048840802e-05,3,0,-1,True,18.212899999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.22419792413711548, 0.41636887192726135, 0.8634715676307678]"
1608,4,3,2.5e-05,kang_sparse_2015_adaptation,9.076291615196491e-07,29,26,25,True,3491.4786999870557,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879]"
1608,4,3,2.5e-05,uniform_gradient_pruning,2.8368447602716264e-06,3,0,-1,True,14254.405200001202,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.21782345058518426, 0.4391165613774869, 0.7105972146034403]"
2820,4,3,2.5e-05,ours,1.8925955155717665e-05,4,1,0,True,17.845750000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.15217822790145874, 0.4725925326347351, 0.5043975114822388, 0.7432745695114136]"
2820,4,3,2.5e-05,kang_sparse_2015_adaptation,3.2528930116703643e-06,4,1,0,True,3046.211699998821,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.22923018292682923, 0.4233993902439025, 0.5855564024390243, 0.6573932926829268]"
2820,4,3,2.5e-05,uniform_gradient_pruning,1.1165039066356592e-05,3,0,-1,True,15489.555299995118,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.22152620438333057, 0.4133502087253548, 0.49390496882758567]"
671,4,4,2.5e-05,ours,2.4647447519101576e-05,5,1,1,True,17.69605,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.23857608437538147, 0.2719428837299347, 0.30413007736206055, 0.4914174973964691, 0.7477043867111206]"
671,4,4,2.5e-05,kang_sparse_2015_adaptation,2.438474171413976e-06,5,1,1,True,2713.3403000043472,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2193216463414634, 0.3706173780487805, 0.5506859756097561, 0.6756859756097561, 0.8054496951219512]"
671,4,4,2.5e-05,uniform_gradient_pruning,1.4605274068902835e-05,4,0,0,True,14843.191499996465,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.40991954402353203, 0.5840398012162025, 0.6792287591069305, 0.7586727000007933]"
1660,4,3,2.5e-05,ours,2.4956889242954336e-05,4,1,0,True,17.33285,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.23270151019096375, 0.5046828389167786, 0.6271549463272095, 0.6601512432098389]"
1660,4,3,2.5e-05,kang_sparse_2015_adaptation,7.179224204056784e-07,40,37,36,True,3074.92449998972,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07317073170731708, 0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
1660,4,3,2.5e-05,uniform_gradient_pruning,7.155725791000337e-06,4,1,0,True,12995.092999990447,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2309098413416893, 0.27387118570750246, 0.509157763616589, 0.704779675978183]"
3869,4,3,2.5e-05,ours,2.463891679249773e-05,8,5,4,True,22.14395,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.11462034285068512, 0.23047588765621185, 0.3568781912326813, 0.38755178451538086, 0.5086612701416016, 0.5397747755050659, 0.571199893951416, 0.7773906588554382]"
3869,4,3,2.5e-05,kang_sparse_2015_adaptation,8.20796351016554e-06,3,0,-1,True,3506.212599997525,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2520960365853659, 0.46455792682926833, 0.7402820121951219]"
3869,4,3,2.5e-05,uniform_gradient_pruning,8.336758709163347e-06,3,0,-1,True,15148.804000011296,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.31177531456248403, 0.4178171250855234, 0.7447135040178667]"
3939,4,3,2.5e-05,ours,2.2970594331610163e-05,4,1,0,True,20.870800000000003,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.19502611458301544, 0.43558910489082336, 0.6336159706115723, 0.6936545968055725]"
3939,4,3,2.5e-05,kang_sparse_2015_adaptation,1.4447891158159072e-05,3,0,-1,True,3318.078999989666,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.27524771341463417, 0.41501524390243905, 0.6099466463414633]"
3939,4,3,2.5e-05,uniform_gradient_pruning,1.2419979215885324e-05,2,-1,-2,True,14667.546700002276,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.5021914085596553, 0.5596957951323505]"
42,4,3,2.5e-05,ours,1.952754274613751e-05,4,1,0,True,18.1777,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.2646598517894745, 0.29562661051750183, 0.7088423371315002, 0.7465749382972717]"
42,4,3,2.5e-05,kang_sparse_2015_adaptation,1.401581542130333e-05,4,1,0,True,3914.879000003566,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.1953125, 0.3172637195121951, 0.5118140243902439, 0.6589176829268292]"
42,4,3,2.5e-05,uniform_gradient_pruning,7.683606793663726e-06,4,1,0,True,14863.538399993558,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.17283015264990634, 0.22467561676948372, 0.587116904943334, 0.6042822680772099]"
3550,4,3,2.5e-05,ours,2.4970154886533113e-05,11,8,7,True,20.5108,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.19025233387947083, 0.3203947842121124, 0.3511035144329071, 0.3816660940647125, 0.4124418795108795, 0.5064870715141296, 0.5706714987754822, 0.6037747859954834, 0.6727588176727295, 0.7096644043922424, 0.8182994723320007]"
3550,4,3,2.5e-05,kang_sparse_2015_adaptation,2.2524466197449765e-06,6,3,2,True,3564.4130000000587,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.18273628048780488, 0.3273628048780488, 0.45102896341463417, 0.5125762195121951, 0.6099466463414633, 0.7557164634146342]"
3550,4,3,2.5e-05,uniform_gradient_pruning,2.139930297051635e-05,4,1,0,True,13238.593499991111,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.3672369140508668, 0.4678453691725529, 0.5331665150548577, 0.5988662850743895]"
1883,4,3,2.5e-05,ours,2.4582769810010177e-05,9,6,5,True,17.651600000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.26775574684143066, 0.2998237609863281, 0.5207602381706238, 0.5837594866752625, 0.615019679069519, 0.6464560627937317, 0.6796239018440247, 0.8500617742538452, 0.9359527230262756]"
1883,4,3,2.5e-05,kang_sparse_2015_adaptation,8.73875689403275e-06,6,3,2,True,3276.3790999888442,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.24371189024390244, 0.36547256097560976, 0.5118140243902439, 0.6829268292682926, 0.747094131097561, 0.8294588414634145]"
1883,4,3,2.5e-05,uniform_gradient_pruning,1.0087703702399947e-05,5,2,1,True,15490.703699993901,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.4128417829500372, 0.4677995168990908, 0.6842831999102308, 0.7217557857034785, 0.8481027648536771]"
1209,5,3,2.5e-05,ours,2.4999297490326937e-05,7,4,2,True,18.072499999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.16161666810512543, 0.33271700143814087, 0.48841947317123413, 0.5509885549545288, 0.6145616769790649, 0.6471006870269775, 0.8191369771957397]"
1209,5,3,2.5e-05,kang_sparse_2015_adaptation,7.475813624278633e-06,4,1,-1,True,3162.46829998272,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2679115853658537, 0.453125, 0.5933689024390244, 0.7320884146341463]"
1209,5,3,2.5e-05,uniform_gradient_pruning,1.3105158485990417e-05,3,0,-2,True,13641.954399994574,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.5112967853092143, 0.5965346073196167, 0.7129786063274324]"
3277,5,4,2.5e-05,ours,2.4943220264860765e-05,6,2,1,True,18.1829,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.15618447959423065, 0.26590609550476074, 0.29756131768226624, 0.45137056708335876, 0.6345901489257812, 0.8876294493675232]"
3277,5,4,2.5e-05,kang_sparse_2015_adaptation,5.593389340659822e-06,5,1,0,True,2592.758300001151,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.24371189024390244, 0.37328506097560976, 0.49047256097560976, 0.6282393292682926, 0.7884908536585366]"
3277,5,4,2.5e-05,uniform_gradient_pruning,3.692817829228221e-06,5,1,0,True,14978.925299990806,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.27275446229814304, 0.3757858701667225, 0.4890323913229512, 0.6261255413783134, 0.7854314231297926]"
687,5,5,2.5e-05,ours,1.9786438487240712e-05,5,0,0,True,17.58025,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.2256436049938202, 0.3809685707092285, 0.4678807556629181, 0.5814428925514221, 0.7822617888450623]"
687,5,5,2.5e-05,kang_sparse_2015_adaptation,7.388766814513019e-06,6,1,1,True,3000.5660000024363,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2679115853658537, 0.3929115853658537, 0.4881859756097561, 0.5613567073170732, 0.689405487804878, 0.8273628048780487]"
687,5,5,2.5e-05,uniform_gradient_pruning,2.0707043655038623e-05,5,0,0,True,13080.031000004965,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.29186173117119885, 0.42475716620364634, 0.47403240256862383, 0.5111084514389759, 0.6579707827331821]"
429,5,5,2.5e-05,ours,1.6186650283881658e-05,5,0,0,True,17.7066,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.20402836799621582, 0.30675897002220154, 0.37044399976730347, 0.618252694606781, 0.7885406017303467]"
429,5,5,2.5e-05,kang_sparse_2015_adaptation,1.194072470920075e-05,5,0,0,True,2502.9525000136346,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2679115853658537, 0.36928353658536583, 0.463795731707317, 0.6099466463414633, 0.8534679878048781]"
429,5,5,2.5e-05,uniform_gradient_pruning,5.834855874756559e-06,5,0,0,True,13046.390300005442,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.3046887405130951, 0.38840165669221377, 0.4547959039119816, 0.5741519793028832, 0.8559471964619558]"
1572,5,3,2.5e-05,ours,1.7410111474452147e-05,4,1,-1,True,17.68855,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.3603428602218628, 0.6340587735176086, 0.8015061616897583, 0.8289922475814819]"
1572,5,3,2.5e-05,kang_sparse_2015_adaptation,1.9289828108126313e-05,3,0,-2,True,3793.110999991768,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.23647103658536583, 0.4216844512195122, 0.6160442073170731]"
1572,5,3,2.5e-05,uniform_gradient_pruning,1.8012294694046238e-05,3,0,-2,True,15156.927799995174,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.23481206200924945, 0.45102779814768956, 0.5832992650161859]"
1891,5,4,2.5e-05,ours,1.9881679531074634e-05,4,0,-1,True,19.6116,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.22707974910736084, 0.36447763442993164, 0.42268499732017517, 0.7668243646621704]"
1891,5,4,2.5e-05,kang_sparse_2015_adaptation,8.638677562422428e-07,35,31,30,True,4234.662800008664,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.0975609756097561, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658, 0.8780487804878049, 0.9024390243902439, 0.9268292682926829]"
1891,5,4,2.5e-05,uniform_gradient_pruning,8.501242651797493e-06,3,-1,-2,True,15140.811399993254,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.31541507660528934, 0.46786307740029454, 0.9037207187112257]"
1458,5,4,2.5e-05,ours,2.4986793111036065e-05,9,5,4,True,18.91515,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.08141449838876724, 0.2972624599933624, 0.3281570076942444, 0.3589937090873718, 0.420940637588501, 0.45146918296813965, 0.6061777472496033, 0.7070748209953308, 0.8476433157920837]"
1458,5,4,2.5e-05,kang_sparse_2015_adaptation,1.869502063962967e-05,4,0,-1,True,2990.676799992798,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.3168826219512195, 0.42721036585365857, 0.5125762195121951, 0.6617759146341462]"
1458,5,4,2.5e-05,uniform_gradient_pruning,9.229566024416706e-06,4,0,-1,True,13704.584200007957,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.38541681377326475, 0.4244400467294547, 0.4739967237163032, 0.6608086108500589]"
3149,5,4,2.5e-05,ours,2.3676833353836755e-05,11,7,6,True,17.87885,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.21239855885505676, 0.43635261058807373, 0.46631118655204773, 0.4963712692260742, 0.6247425675392151, 0.6570298075675964, 0.6902945637702942, 0.7598212957382202, 0.8233882784843445, 0.8964278697967529, 0.9399523735046387]"
3149,5,4,2.5e-05,kang_sparse_2015_adaptation,1.6693258416049993e-05,3,-1,-2,True,3546.0510999982944,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.34165396341463417, 0.5118140243902439, 0.682545731707317]"
3149,5,4,2.5e-05,uniform_gradient_pruning,1.6471692614843227e-05,3,-1,-2,True,14057.468400002108,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.35943221047917834, 0.540211309519199, 0.6878644126975904]"
2644,5,4,2.5e-05,ours,2.1309716732436034e-05,4,0,-1,True,16.743699999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.2665136158466339, 0.29864877462387085, 0.6493101716041565, 0.6826684474945068]"
2644,5,4,2.5e-05,kang_sparse_2015_adaptation,1.724054265918511e-05,3,-1,-2,True,3153.8686999992933,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.26695884146341464, 0.36623475609756095, 0.6139481707317073]"
2644,5,4,2.5e-05,uniform_gradient_pruning,1.4279491803083489e-05,3,-1,-2,True,13186.352999997325,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2884802018920487, 0.33467111919361536, 0.6049113897273779]"
3509,5,3,2.5e-05,ours,2.107699925237381e-05,3,0,-2,True,17.7949,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.32654741406440735, 0.610974907875061, 0.7022287845611572]"
3509,5,3,2.5e-05,kang_sparse_2015_adaptation,1.9847563887731618e-05,3,0,-2,True,3599.797800008673,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.2682926829268293, 0.3170731707317073, 0.584127286585366]"
3509,5,3,2.5e-05,uniform_gradient_pruning,1.1418315884865457e-05,3,0,-2,True,13591.630499999155,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.1475373287195038, 0.30292752673993584, 0.5693294327089812]"
1581,5,3,2.5e-05,ours,2.473168017162518e-05,10,7,5,True,17.087049999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.05635824799537659, 0.17284518480300903, 0.336630254983902, 0.3668915629386902, 0.4276598393917084, 0.4871637225151062, 0.5169037580490112, 0.7766875624656677, 0.8098230361938477, 0.8446781635284424]"
