sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
841,6,5,2.5e-05,yeh_feature_cdf_2020,1.4538909051454602e-05,6,1,0,True,17.35019999614451,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.1861368614542776, 0.28657522227878546, 0.3962067994415749, 0.5038395696036146, 0.6355510670290785, 0.7532424318133244]"
841,6,5,2.5e-05,uniform_gradient_pruning,2.0943897146278358e-05,4,-1,-2,True,12658.091099998273,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.2776186989998669, 0.44202029585894587, 0.473661580422139, 0.7715655521149338]"
3471,7,4,2.5e-05,ours,1.2509955576960094e-05,8,4,1,True,25.061799999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.11709114909172058, 0.2741442024707794, 0.3013025224208832, 0.331012487411499, 0.4999484121799469, 0.5311113595962524, 0.8314014673233032, 0.8738563656806946]"
3471,7,4,2.5e-05,kang_sparse_2015_adaptation,2.068858462581364e-05,4,0,-3,True,3358.5292999996454,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.2029344512195122, 0.3172637195121951, 0.41501524390243905, 0.8044969512195123]"
3471,7,4,2.5e-05,yeh_feature_cdf_2020,1.5924208091947626e-05,6,2,-1,True,23.323199995502364,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.21119861874297094, 0.2964798065255187, 0.40376076140781736, 0.5182231028415444, 0.6385074843775519, 0.7487777718361935]"
3471,7,4,2.5e-05,uniform_gradient_pruning,1.739789381237343e-05,3,-1,-4,True,12689.065999999002,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.21377669131821955, 0.24553363762737737, 0.3291766232820407]"
3591,8,6,2.5e-05,ours,1.2762851302364853e-05,9,3,1,True,24.093249999999998,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.14618158340454102, 0.17856310307979584, 0.21470759809017181, 0.37831684947013855, 0.40352901816368103, 0.4304911494255066, 0.566246747970581, 0.8123893141746521, 0.8549422025680542]"
3591,8,6,2.5e-05,kang_sparse_2015_adaptation,7.618472862870754e-06,5,-1,-3,True,2712.8595000031055,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.2174161585365854, 0.3563262195121951, 0.5346798780487806, 0.6993140243902439, 0.8182164634146342]"
3591,8,6,2.5e-05,yeh_feature_cdf_2020,1.651105114221984e-05,9,3,1,True,28.67399999377085,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.17361695669729718, 0.2635154820450596, 0.3261096230390609, 0.3761098216320079, 0.42664827649632675, 0.47433272081307315, 0.5416239164655158, 0.6477340433644804, 0.7563447889597948]"
3591,8,6,2.5e-05,uniform_gradient_pruning,5.896478815685962e-06,5,-1,-3,True,11913.79379999853,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.23619441514511774, 0.3467485639354241, 0.5338189570788566, 0.7072847931282273, 0.8140342206683877]"
356,9,5,2.5e-05,ours,8.312612228189189e-06,10,5,1,True,26.866,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.28643321990966797, 0.31425899267196655, 0.3422072231769562, 0.5454347729682922, 0.5746860504150391, 0.6060247421264648, 0.6392045021057129, 0.7376309633255005, 0.7707769870758057, 0.8443487286567688]"
356,9,5,2.5e-05,kang_sparse_2015_adaptation,2.1495596698664214e-05,5,0,-4,True,3468.029200004821,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.2193216463414634, 0.33803353658536583, 0.484375, 0.6099466463414633, 0.7414253048780488]"
356,9,5,2.5e-05,yeh_feature_cdf_2020,1.2766905336335943e-05,7,2,-2,True,18.121100001735613,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.20322595948591166, 0.3034107237926936, 0.38344819115903916, 0.49207579879766233, 0.5925108850962373, 0.6963727364704242, 0.8096281850468263]"
356,9,5,2.5e-05,uniform_gradient_pruning,1.818889581102432e-05,5,0,-4,True,11798.548700004176,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.26465736808901985, 0.32593202134514093, 0.5234193396526825, 0.5513299085812863, 0.7381151384443401]"
2269,10,6,2.5e-05,ours,3.955869135439048e-05,13,7,3,False,28.3491,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0676669105887413, 0.10248193889856339, 0.20802350342273712, 0.2451867163181305, 0.4539944529533386, 0.48793768882751465, 0.622211754322052, 0.6590169668197632, 0.6919200420379639, 0.7236024141311646, 0.8390064835548401, 0.8762080669403076, 0.9266965985298157]"
2269,10,6,2.5e-05,kang_sparse_2015_adaptation,1.2337062486082635e-05,9,3,-1,True,3320.1837000015075,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.11985518292682926, 0.1850228658536585, 0.27172256097560976, 0.36623475609756095, 0.44331173780487804, 0.5611661585365852, 0.7016006097560975, 0.7955411585365855, 0.8778582317073171]"
2269,10,6,2.5e-05,yeh_feature_cdf_2020,1.2862905006906655e-05,12,6,2,True,39.811000002373476,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.11517827450137659, 0.21051082378680006, 0.2974608641524452, 0.36789539920373454, 0.43057831141867264, 0.5016834444687278, 0.5656950941821225, 0.6294740079156261, 0.6881996343360594, 0.7318144816698527, 0.776873860559518, 0.8359442170639086]"
2269,10,6,2.5e-05,uniform_gradient_pruning,1.7624434256558206e-05,8,2,-2,True,11951.389699999709,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.14329932869580994, 0.2059320223017083, 0.3009834547644119, 0.3303522169157414, 0.45527341767079477, 0.7259895270956841, 0.7919691822739436, 0.8863310869756554]"
702,11,7,2.5e-05,ours,2.580295320380055e-05,13,6,2,False,24.86435,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.20273281633853912, 0.26328104734420776, 0.2883271276950836, 0.3415259122848511, 0.37324944138526917, 0.4023413360118866, 0.43292930722236633, 0.46399322152137756, 0.494878351688385, 0.641803503036499, 0.6815166473388672, 0.7218719124794006, 0.7622188329696655]"
702,11,7,2.5e-05,kang_sparse_2015_adaptation,1.8317347201457415e-05,7,0,-4,True,3230.2613999927416,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.13052591463414637, 0.2526676829268293, 0.3601371951219512, 0.47827743902439024, 0.6339557926829269, 0.7511432926829268, 0.8319359756097561]"
702,11,7,2.5e-05,yeh_feature_cdf_2020,2.1516862535647173e-05,9,2,-2,True,29.346600000280887,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.13498692173815274, 0.2172651732931029, 0.29194718910822653, 0.3638411526745154, 0.45412161497955145, 0.5639598933519282, 0.6876587777768743, 0.7989398419925411, 0.8861766054128316]"
702,11,7,2.5e-05,uniform_gradient_pruning,2.1805859116512806e-05,7,0,-4,True,11804.83390000154,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.14832284299903392, 0.24758950594608808, 0.379125387068273, 0.4715928112251727, 0.6618050046427695, 0.7310198967251076, 0.8771741119915409]"
2537,12,5,2.5e-05,ours,9.766408703020431e-06,12,7,0,True,26.7683,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.15170790255069733, 0.1864205151796341, 0.3458103835582733, 0.3737177848815918, 0.40473493933677673, 0.43647894263267517, 0.4701881408691406, 0.5030233860015869, 0.6292397379875183, 0.6960631012916565, 0.7322531938552856, 0.7667601704597473]"
2537,12,5,2.5e-05,kang_sparse_2015_adaptation,8.63611414689354e-06,7,2,-5,True,3306.2186000024667,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.13395579268292684, 0.2246570121951219, 0.32641006097560976, 0.4636051829268293, 0.6339557926829269, 0.7402820121951219, 0.8342225609756097]"
2537,12,5,2.5e-05,yeh_feature_cdf_2020,7.625633501504062e-06,8,3,-4,True,24.590900000475813,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.15317421101546283, 0.24713449744557958, 0.3414733850926068, 0.43801670898250233, 0.5300841478775083, 0.6336567253297309, 0.7402640307979824, 0.8218011868323905]"
2537,12,5,2.5e-05,uniform_gradient_pruning,2.2997832804293487e-05,5,0,-7,True,12048.754299998109,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12616889438477907, 0.3063436299586937, 0.638745411435418, 0.7473750609823556, 0.80913831169628]"
886,13,7,2.5e-05,ours,1.3077779132548316e-05,13,6,0,True,25.63035,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.14983108639717102, 0.19221054017543793, 0.32833489775657654, 0.36135154962539673, 0.39623478055000305, 0.4351959526538849, 0.565717875957489, 0.6002308130264282, 0.6342490911483765, 0.7200497388839722, 0.7500665187835693, 0.7847631573677063, 0.8214013576507568]"
886,13,7,2.5e-05,kang_sparse_2015_adaptation,5.76750397126036e-05,6,-1,-7,False,3332.6250000027358,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.0977515243902439, 0.21970274390243905, 0.3172637195121951, 0.537252286585366, 0.6711128048780487, 0.7823932926829268]"
886,13,7,2.5e-05,yeh_feature_cdf_2020,1.5470903015400434e-05,9,2,-4,True,26.193600002443418,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.1257477076197522, 0.24801012591944008, 0.38723897944863145, 0.497774356260737, 0.5826703126867703, 0.6512208070174851, 0.707813950984919, 0.7888474575751283, 0.8852114743884094]"
886,13,7,2.5e-05,uniform_gradient_pruning,2.0162519747289e-05,7,0,-6,True,12147.243899999012,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.14116142587994215, 0.17684160060119097, 0.3046380812231916, 0.5069237695835507, 0.5434171455681096, 0.6500993390283301, 0.8061372847275761]"
4010,14,8,2.5e-05,ours,5.610242473694371e-06,12,4,-2,True,24.667650000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.13764964044094086, 0.21221576631069183, 0.37220481038093567, 0.3985206186771393, 0.4296507239341736, 0.4603748023509979, 0.620367169380188, 0.6543695330619812, 0.6874115467071533, 0.7209447622299194, 0.8844184279441833, 0.9224518537521362]"
4010,14,8,2.5e-05,kang_sparse_2015_adaptation,2.0849975021893766e-05,8,0,-6,True,3291.4651000028243,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.1480564024390244, 0.2440929878048781, 0.4632240853658537, 0.5255335365853658, 0.6169969512195123, 0.7008384146341463, 0.8244092987804879, 0.9073932926829268]"
4010,14,8,2.5e-05,yeh_feature_cdf_2020,1.484118113860054e-05,11,3,-3,True,35.32199999608565,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.13734101105704188, 0.22007540680470766, 0.2875712105449337, 0.3660603283108516, 0.4548177424253305, 0.5154303057276007, 0.6047405411871448, 0.6694126443915321, 0.736683722887688, 0.809015490218418, 0.872222718827106]"
4010,14,8,2.5e-05,uniform_gradient_pruning,2.4093085612154452e-05,7,-1,-7,True,12751.544999999169,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.1833379397526107, 0.4370193666278998, 0.4760358134688562, 0.6301715934224941, 0.6623178780104959, 0.8459734308050171, 0.8793736896774604]"
1778,15,10,2.5e-05,ours,3.3485456533284974e-05,15,5,0,False,27.5743,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1298467516899109, 0.1623539924621582, 0.19176194071769714, 0.2946435213088989, 0.453148752450943, 0.480903297662735, 0.5085119009017944, 0.541948676109314, 0.5779502987861633, 0.7195512056350708, 0.7606152296066284, 0.7887516021728516, 0.8182729482650757, 0.8510873317718506, 0.8897705078125]"
1778,15,10,2.5e-05,kang_sparse_2015_adaptation,0.00029523943888577395,7,-3,-8,False,3349.078400002327,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.09965701219512196, 0.17511432926829268, 0.2679115853658537, 0.4124428353658537, 0.6718749999999999, 0.776295731707317, 0.8782393292682926]"
1778,15,10,2.5e-05,yeh_feature_cdf_2020,2.3293174565702167e-05,13,3,-2,True,47.99240000284044,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.11948507572600475, 0.1813932235443865, 0.26827493038128725, 0.348616963604443, 0.41955076147555115, 0.4673617082275404, 0.5270498532470719, 0.5781263554950686, 0.6421201270645341, 0.7036813679965004, 0.7625815314059008, 0.8147313908392486, 0.8791619785344815]"
1778,15,10,2.5e-05,uniform_gradient_pruning,2.2215856974857966e-05,10,0,-5,True,11891.798800003016,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12541211723251577, 0.15690345543530235, 0.2390806981602972, 0.351269731138778, 0.42893376215226553, 0.48874882256253016, 0.5534704056617168, 0.6981438035055821, 0.7615167073809225, 0.897417602123702]"
970,16,8,2.5e-05,ours,2.2069210120900658e-05,12,4,-4,True,24.50065,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.16035103797912598, 0.19928094744682312, 0.32689401507377625, 0.3559005558490753, 0.38452762365341187, 0.4187738001346588, 0.6002897620201111, 0.6333701014518738, 0.6707050800323486, 0.7060768604278564, 0.7731144428253174, 0.8078195452690125]"
970,16,8,2.5e-05,kang_sparse_2015_adaptation,1.5220385635720651e-05,8,0,-8,True,3469.466199996532,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.1400533536585366, 0.21970274390243905, 0.36547256097560976, 0.43883384146341464, 0.5201981707317073, 0.6099466463414633, 0.7557164634146342, 0.8473704268292683]"
970,16,8,2.5e-05,yeh_feature_cdf_2020,1.3591192862044935e-05,10,2,-6,True,38.154000001668464,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.12391576530913265, 0.19721590181464796, 0.2812555839728469, 0.3651018400053722, 0.44082004255878354, 0.5264935715098893, 0.6080705039847625, 0.6875595172197809, 0.7635614321261498, 0.8443668749323036]"
970,16,8,2.5e-05,uniform_gradient_pruning,1.7082665196435542e-05,7,-1,-9,True,13065.653799996653,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.1560854318602631, 0.21994525083439478, 0.33188543663537806, 0.45992111671348745, 0.5041316957461445, 0.7508814747207634, 0.8399622302661134]"
193,17,9,2.5e-05,ours,1.7213044912236052e-05,12,3,-5,True,25.1571,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.20501708984375, 0.24092534184455872, 0.2710712254047394, 0.303419828414917, 0.4263833463191986, 0.4589274525642395, 0.49073725938796997, 0.651617705821991, 0.7176706790924072, 0.75005704164505, 0.7821877002716064, 0.8171653151512146]"
193,17,9,2.5e-05,kang_sparse_2015_adaptation,1.2043757831692719e-05,10,1,-7,True,3374.2554999989807,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.1949314024390244, 0.28220274390243905, 0.3233612804878049, 0.4064405487804878, 0.48342225609756095, 0.5773628048780489, 0.6383384146341463, 0.7061737804878049, 0.7968750000000001, 0.9165396341463415]"
193,17,9,2.5e-05,yeh_feature_cdf_2020,7.034558129416464e-06,13,4,-4,True,37.1344000013778,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.11920765135278802, 0.19094233333909083, 0.2635731514871186, 0.3423415421483706, 0.42105843936703197, 0.49311834285663725, 0.5438201793473264, 0.6006410462027489, 0.6550804755145697, 0.7144907193434558, 0.7758260911690944, 0.8318335200860167, 0.8942943325233905]"
193,17,9,2.5e-05,uniform_gradient_pruning,2.134708271676369e-05,8,-1,-9,True,12327.134599996498,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.1996986075329393, 0.44119354450264486, 0.470437822784241, 0.5908754708556636, 0.619841152327543, 0.7001528385857589, 0.801688046389478, 0.9040029899453554]"
3581,18,9,2.5e-05,ours,5.1307911081994084e-05,13,4,-5,False,24.558,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.17077907919883728, 0.2027708888053894, 0.4039539396762848, 0.4394215941429138, 0.47533753514289856, 0.5079775452613831, 0.5402417778968811, 0.6553345918655396, 0.6850844621658325, 0.7166699171066284, 0.7486839294433594, 0.7785401344299316, 0.8789411187171936]"
3581,18,9,2.5e-05,kang_sparse_2015_adaptation,7.627302573115404e-05,8,-1,-10,False,3266.3365000043996,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.12176067073170732, 0.18311737804878048, 0.24409298780487804, 0.34127286585365857, 0.36623475609756095, 0.5125762195121951, 0.6099466463414633, 0.7638624237804879]"
3581,18,9,2.5e-05,yeh_feature_cdf_2020,1.9846739539423653e-05,12,3,-6,True,41.90749999543186,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.12428090831893343, 0.20354952681733413, 0.2797776681859236, 0.3816713811102891, 0.4441969279806922, 0.5188291184808077, 0.5759066419663789, 0.629853835136158, 0.6669262275428882, 0.7186801068619736, 0.767719252923508, 0.8333982612747556]"
3581,18,9,2.5e-05,uniform_gradient_pruning,1.845465583924774e-05,9,0,-9,True,12657.263100001728,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12470722743590636, 0.19841290858112653, 0.24453115429911723, 0.4239842332994742, 0.5198455798389376, 0.6610194872559461, 0.6846758511696714, 0.7911919457665527, 0.856114583741471]"
1533,19,11,2.5e-05,ours,7.866602493804522e-05,13,2,-6,False,27.612000000000002,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.13373668491840363, 0.17498427629470825, 0.3870680332183838, 0.4204064607620239, 0.45184236764907837, 0.4866516888141632, 0.5207610726356506, 0.6655213832855225, 0.7006927132606506, 0.7336690425872803, 0.761055588722229, 0.7926817536354065, 0.8272174000740051]"
1533,19,11,2.5e-05,kang_sparse_2015_adaptation,0.00020245129476382162,10,-1,-9,False,3239.1519999946468,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.12176067073170732, 0.19912347560975613, 0.2475228658536585, 0.2951600609756097, 0.3898628048780488, 0.43921493902439024, 0.5125762195121951, 0.5877000762195121, 0.8052591463414634, 0.8782393292682926]"
1533,19,11,2.5e-05,yeh_feature_cdf_2020,1.0743057588222297e-05,14,3,-5,True,44.7067999994033,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.1258626055581704, 0.19648069280442274, 0.25539757629853815, 0.32139701119615144, 0.3993840683435521, 0.46448898185333887, 0.5241305828754921, 0.577726726514998, 0.6120977053638181, 0.6572631326482045, 0.7102594375162387, 0.7703133756208789, 0.8214439854230384, 0.8866492557498427]"
1533,19,11,2.5e-05,uniform_gradient_pruning,2.1633730612100714e-05,11,0,-8,True,11554.663599999913,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.10778998031179257, 0.20811562488377708, 0.2664992312945755, 0.3361571126890551, 0.37226655368482675, 0.4793375581250346, 0.5114975304624355, 0.6241301311416098, 0.6556709310767899, 0.740062923198073, 0.7833871578695614]"
2800,20,9,2.5e-05,ours,6.75541140004282e-05,12,3,-8,False,26.304499999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.1601685881614685, 0.19490718841552734, 0.22783520817756653, 0.29969432950019836, 0.5167616009712219, 0.5519672632217407, 0.5852563977241516, 0.6166893839836121, 0.652244508266449, 0.7165645360946655, 0.7580510377883911, 0.7921969890594482]"
2800,20,9,2.5e-05,kang_sparse_2015_adaptation,1.5770180969778313e-05,9,0,-11,True,3301.5144000019063,complete sparse ADMM selection + relocation + one common endpoint-constrained final refit; no feasibility add-back/fallback,chord_length,"[0.17054115853658536, 0.22541920731707316, 0.33727134146341464, 0.4340701219512195, 0.49828506097560976, 0.6156631097560976, 0.7069359756097561, 0.7341844512195121, 0.8050685975609755]"
2800,20,9,2.5e-05,yeh_feature_cdf_2020,1.400958831126075e-05,12,3,-8,True,42.94819999631727,complete derivative-feature construction + ascending cardinality scan + endpoint-constrained standard B-spline refits,chord_length,"[0.1055003759162229, 0.18096480093188447, 0.24760930878263285, 0.35139098023813675, 0.4352850373374867, 0.49778536286164105, 0.57487002175638, 0.627301716023004, 0.7011773183359166, 0.7730433810851557, 0.8371052121954254, 0.889203463995025]"
2800,20,9,2.5e-05,uniform_gradient_pruning,2.099583206485353e-05,8,-1,-12,True,11869.280699997034,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.17849301017168775, 0.21485302296800396, 0.37661112483207465, 0.4439930769256705, 0.4739647870428782, 0.6265047077376529, 0.7784845004917604, 0.8077596005878799]"
