sample_index,source_internal_knot_count,canonical_internal_knot_count,mse_tolerance,method,mse,final_internal_knot_count,canonical_count_error,source_count_error,threshold_satisfied,elapsed_ms,timing_scope,parameterization,internal_knots
7494,5,5,1e-05,kang_sparse_2015_adaptation,9.939271289556514e-06,12,7,7,True,2883.8471000199206,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14634146341463417, 0.21951219512195122, 0.24390243902439024, 0.36585365853658536, 0.41396722560975613, 0.4634146341463415, 0.4878048780487805, 0.5362995426829269, 0.6097560975609756, 0.6342416158536583, 0.7214176829268292, 0.8328887195121952]"
7494,5,5,1e-05,uniform_gradient_pruning,8.321778246010464e-06,11,6,6,True,11010.438300028909,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.16519014048650826, 0.2587662516128472, 0.36469034566906633, 0.39614064456735254, 0.4618615475835317, 0.49515380668889053, 0.5262613263629099, 0.6021457896885626, 0.6340270246273054, 0.7278675290082635, 0.8149802999986826]"
7016,5,5,1e-05,ours,0.0002154007356126558,32,27,27,False,42.288650000000004,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0013887021923437715, 0.0038287846837192774, 0.007954240776598454, 0.012578777968883514, 0.016625888645648956, 0.02005735971033573, 0.023174690082669258, 0.02662331610918045, 0.030276799574494362, 0.033458638936281204, 0.03614499047398567, 0.03863578289747238, 0.0413205623626709, 0.04471958801150322, 0.04863885045051575, 0.05274435505270958, 0.05683596804738045, 0.06077706813812256, 0.06481070071458817, 0.0693560391664505, 0.07506707310676575, 0.08245648443698883, 0.0919993668794632, 0.11010956764221191, 0.14811891317367554, 0.19681411981582642, 0.3092944025993347, 0.3662630319595337, 0.5087345838546753, 0.5469903945922852, 0.6917189955711365, 0.818821132183075]"
7016,5,5,1e-05,kang_sparse_2015_adaptation,9.462259164603418e-06,15,10,10,True,3627.533399965614,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.17073170731707318, 0.18821455792682928, 0.2682926829268293, 0.29268292682926833, 0.34146341463414637, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4878048780487805, 0.5121951219512195, 0.6341463414634146, 0.6585365853658536, 0.7560975609756098, 0.7804878048780488, 0.8292682926829268]"
7016,5,5,1e-05,uniform_gradient_pruning,8.5399740393658e-06,13,8,8,True,10097.142499987967,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12242745284282876, 0.17391213217613552, 0.2528474994118938, 0.2754974813477407, 0.3827044164835875, 0.40454678373312014, 0.49345749645763526, 0.515766156286734, 0.6242717074702097, 0.6408902232413035, 0.7411043740196311, 0.7755995377045045, 0.8267569843274531]"
1494,5,5,1e-05,ours,0.000306867112739536,32,27,27,False,33.00505,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0011176452971994877, 0.0027426411397755146, 0.0050031524151563644, 0.007585317827761173, 0.010245908051729202, 0.012841952964663506, 0.015425202436745167, 0.01817667856812477, 0.021143104881048203, 0.024124225601553917, 0.027027809992432594, 0.030006323009729385, 0.033229511231184006, 0.03664185479283333, 0.0397004559636116, 0.042342957109212875, 0.044962186366319656, 0.04769717901945114, 0.050540339201688766, 0.05364631116390228, 0.057399872690439224, 0.06134989857673645, 0.06624644249677658, 0.07956630736589432, 0.15639807283878326, 0.18213416635990143, 0.2481035590171814, 0.40684258937835693, 0.5949879884719849, 0.664909303188324, 0.7321162223815918, 0.835820198059082]"
1494,5,5,1e-05,kang_sparse_2015_adaptation,6.78448843062089e-06,14,9,9,True,2855.014500033576,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.1945503048780488, 0.2682926829268293, 0.2692454268292683, 0.38462271341463417, 0.3902439024390244, 0.5008574695121952, 0.5121951219512195, 0.6048018292682927, 0.6097560975609756, 0.6932164634146342, 0.7073170731707317, 0.8040682164634148, 0.8536585365853658]"
1494,5,5,1e-05,uniform_gradient_pruning,9.518507236889806e-06,12,7,7,True,10247.645200055558,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.12808174139154963, 0.1771345507778752, 0.25731993638053663, 0.34112677689287296, 0.37679680672212834, 0.396595585042377, 0.4887546292284609, 0.5029950912599238, 0.6142742932956083, 0.7145378972027303, 0.7961914962913886, 0.8394560897234102]"
3496,6,6,1e-05,ours,0.0004296964839979152,32,26,26,False,28.7103,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0018763645784929395, 0.005083734635263681, 0.009055235423147678, 0.01302111241966486, 0.016695424914360046, 0.02039748802781105, 0.02445029281079769, 0.028743525967001915, 0.03330625221133232, 0.03812276944518089, 0.042798031121492386, 0.047193076461553574, 0.051319703459739685, 0.054946113377809525, 0.0593460313975811, 0.06258417665958405, 0.06384509056806564, 0.06587797403335571, 0.07053135335445404, 0.0747758224606514, 0.07882873713970184, 0.08296054601669312, 0.08822114020586014, 0.10071717947721481, 0.12900884449481964, 0.17784586548805237, 0.2547096610069275, 0.4643683135509491, 0.59918612241745, 0.6652930378913879, 0.7361255884170532, 0.8406879305839539]"
3496,6,6,1e-05,kang_sparse_2015_adaptation,9.208162858439844e-06,22,16,16,True,2262.4057000502944,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.14634146341463417, 0.21951219512195122, 0.24390243902439024, 0.34146341463414637, 0.36585365853658536, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.5365853658536586, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.7317073170731707, 0.7560975609756098, 0.7804878048780488, 0.8292682926829268, 0.9024390243902439, 0.9027248475609757, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
3496,6,6,1e-05,uniform_gradient_pruning,1.1232003320248975e-05,20,14,14,False,1588.9057999593206,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.04714687634201404, 0.09399840950933264, 0.13984608069432392, 0.18585653838812963, 0.2309323271934854, 0.27199259071211, 0.31801723464590076, 0.3664869003385467, 0.429246507145563, 0.46007198357412527, 0.5237903069297299, 0.5784465413362015, 0.623293761622422, 0.6596341016757922, 0.7096553698679718, 0.7610915759509969, 0.8090373092909733, 0.8524545837957065, 0.901581387904079, 0.9507906939520395]"
6386,6,6,1e-05,ours,0.00023205625128426048,32,26,26,False,31.026650000000004,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0019345899345353246, 0.005315024871379137, 0.009544347412884235, 0.01449553668498993, 0.019928807392716408, 0.02553837187588215, 0.0320417657494545, 0.039525412023067474, 0.0465904138982296, 0.052689362317323685, 0.05822540819644928, 0.06322222203016281, 0.0677686482667923, 0.07149779796600342, 0.07541847229003906, 0.07785233110189438, 0.07921665161848068, 0.08188913017511368, 0.0890587717294693, 0.09519995003938675, 0.09976615011692047, 0.10443565994501114, 0.11033572256565094, 0.11961883306503296, 0.160137340426445, 0.22741180658340454, 0.3051331639289856, 0.40733352303504944, 0.5064388513565063, 0.5672754049301147, 0.691214919090271, 0.8202258348464966]"
6386,6,6,1e-05,kang_sparse_2015_adaptation,9.654892262429168e-06,17,11,11,True,3106.000399973709,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14634146341463417, 0.19859946646341464, 0.21951219512195122, 0.24390243902439024, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.4634146341463415, 0.5609756097560976, 0.5853658536585366, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7804878048780488, 0.8048780487804879, 0.8536585365853658]"
6386,6,6,1e-05,uniform_gradient_pruning,8.747077471473628e-06,13,7,7,True,9778.159499983303,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.13799103440737312, 0.18011975783647113, 0.26657762190716516, 0.32173590388133066, 0.373018943777124, 0.44041535567117673, 0.4622305276802993, 0.5625158305439042, 0.5813353080157179, 0.6628589624154667, 0.6883456778734199, 0.76530198870569, 0.8231899034474028]"
1483,6,6,1e-05,ours,0.0003756434694409436,32,26,26,False,27.95065,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0016207790467888117, 0.004740337375551462, 0.00987924449145794, 0.015098989009857178, 0.019456053152680397, 0.02376471273601055, 0.028158772736787796, 0.03265775740146637, 0.03746724873781204, 0.042495694011449814, 0.04806447774171829, 0.054056767374277115, 0.058918945491313934, 0.06256046891212463, 0.06625878810882568, 0.07114816457033157, 0.07653097808361053, 0.08159017562866211, 0.0859946757555008, 0.0912187471985817, 0.09856656193733215, 0.10700756311416626, 0.11537402868270874, 0.12965551018714905, 0.19995610415935516, 0.2400900423526764, 0.3400014340877533, 0.4136592745780945, 0.5565225481987, 0.59382164478302, 0.7327000498771667, 0.8221602439880371]"
1483,6,6,1e-05,kang_sparse_2015_adaptation,8.567565388862931e-06,18,12,12,True,2444.4911999744363,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14634146341463417, 0.16001333841463417, 0.21951219512195122, 0.24390243902439024, 0.3170731707317073, 0.34146341463414637, 0.43902439024390244, 0.4878048780487805, 0.5121951219512195, 0.5609756097560976, 0.5853658536585366, 0.6341463414634146, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.7804878048780488, 0.8536585365853658, 0.8780487804878049]"
1483,6,6,1e-05,uniform_gradient_pruning,9.54252946598322e-06,16,10,10,True,6708.970899984706,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.13468115716956885, 0.17631843024666366, 0.21887935366866385, 0.2687257714086716, 0.32286820830988705, 0.344772148112281, 0.438043819283955, 0.4734198319729005, 0.54214834006497, 0.5633602792390356, 0.6726222699116587, 0.6971557758657763, 0.740093027855233, 0.767268306721701, 0.8429406972491894, 0.9176972396516437]"
221,7,7,1e-05,ours,0.0005831355326539966,32,25,25,False,30.6545,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0016275063389912248, 0.00568111939355731, 0.010734273120760918, 0.015914838761091232, 0.02127668634057045, 0.026301955804228783, 0.03129030764102936, 0.036428242921829224, 0.04190366715192795, 0.047506183385849, 0.05272051319479942, 0.05716926231980324, 0.062056563794612885, 0.06756974756717682, 0.07265349477529526, 0.0770764946937561, 0.08136031776666641, 0.08672897517681122, 0.09296227246522903, 0.10151469707489014, 0.11102429032325745, 0.1195673942565918, 0.13274864852428436, 0.16046589612960815, 0.26661860942840576, 0.27745553851127625, 0.40926146507263184, 0.48926183581352234, 0.5430521368980408, 0.6389847993850708, 0.7423880100250244, 0.8247711658477783]"
221,7,7,1e-05,kang_sparse_2015_adaptation,9.667941592239362e-06,27,20,20,True,2621.109100058675,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.21951219512195122, 0.24390243902439024, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.4634146341463415, 0.4878048780487805, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7560975609756098, 0.7804878048780488, 0.8292682926829268, 0.9024390243902439, 0.9027248475609757, 0.9268292682926829, 0.9512195121951219, 0.975609756097561]"
221,7,7,1e-05,uniform_gradient_pruning,2.2570973765323603e-05,20,13,13,False,1660.3536999900825,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.055028211134549206, 0.10804010151226467, 0.15794001126405, 0.2068542997091957, 0.25313115457008356, 0.30156860763420335, 0.337318074695915, 0.383191303366708, 0.4240384686649967, 0.4720352639459567, 0.507132735205335, 0.5538767022802377, 0.5998414697670424, 0.6678878116826823, 0.7152307746849252, 0.7726784699486207, 0.8266227435748884, 0.8682110300607779, 0.9109996390432102, 0.9554058650027631]"
1396,7,7,1e-05,ours,0.0009646022511340929,32,25,25,False,36.061099999999996,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0016480585327371955, 0.0047463360242545605, 0.009440655820071697, 0.014407171867787838, 0.018789086490869522, 0.02290126495063305, 0.02781612053513527, 0.033792223781347275, 0.03978570178151131, 0.04443416744470596, 0.04808953404426575, 0.05213528499007225, 0.05675921589136124, 0.061783406883478165, 0.06709793210029602, 0.07163956761360168, 0.0752805769443512, 0.07871948182582855, 0.08271876722574234, 0.08725081384181976, 0.09245702624320984, 0.09827201068401337, 0.10488079488277435, 0.12417120486497879, 0.15413261950016022, 0.2080925852060318, 0.295559823513031, 0.42256635427474976, 0.48683151602745056, 0.5864585638046265, 0.6853311657905579, 0.8050674796104431]"
1396,7,7,1e-05,kang_sparse_2015_adaptation,8.294378074579368e-06,23,16,16,True,3261.6787999868393,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.17116044207317074, 0.21951219512195122, 0.2682926829268293, 0.29268292682926833, 0.3170731707317073, 0.36585365853658536, 0.3902439024390244, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6585365853658536, 0.6829268292682926, 0.7560975609756098, 0.7804878048780488, 0.8048780487804879, 0.8292682926829268, 0.8780487804878049]"
1396,7,7,1e-05,uniform_gradient_pruning,1.7077098802829395e-05,20,13,13,False,1820.8491999539547,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.05351021407536671, 0.10614279650659453, 0.1564608723660094, 0.2045967205490958, 0.2488859481559134, 0.2940211489669435, 0.3357696703615786, 0.3784464289604511, 0.41666869771332204, 0.459925437771039, 0.4990398978528449, 0.5488366251364365, 0.5948889082367999, 0.6449380316298053, 0.6923189716837759, 0.7437220540499679, 0.7882702348849663, 0.8339378957255855, 0.886314116348596, 0.9426342394093397]"
681,7,7,1e-05,ours,0.000657390238652015,32,25,25,False,31.595799999999997,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0012793299974873662, 0.0031308294273912907, 0.005429930053651333, 0.00789595115929842, 0.011194441467523575, 0.01573253609240055, 0.020813975483179092, 0.02563527785241604, 0.030088234692811966, 0.03427112475037575, 0.03751561790704727, 0.040007468312978745, 0.04258688911795616, 0.04554634913802147, 0.048759277909994125, 0.052097029983997345, 0.05641459673643112, 0.06002127379179001, 0.06026390939950943, 0.06451579183340073, 0.0722426250576973, 0.07958406209945679, 0.08801848441362381, 0.11098974198102951, 0.13250766694545746, 0.18590883910655975, 0.24650394916534424, 0.424140989780426, 0.622024416923523, 0.6495903134346008, 0.7556811571121216, 0.8458630442619324]"
681,7,7,1e-05,kang_sparse_2015_adaptation,9.669322317929037e-06,22,15,15,True,2526.728999975603,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.24390243902439024, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4981421493902439, 0.5121951219512195, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.7073170731707317, 0.7317073170731707, 0.7560975609756098, 0.8048780487804879, 0.8292682926829268, 0.8536585365853658]"
681,7,7,1e-05,uniform_gradient_pruning,1.99015591078204e-05,20,13,13,False,1525.2850000397302,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.047722505646833474, 0.0945758637194525, 0.1388502167190937, 0.18185439104687162, 0.23207114205065643, 0.2851967853673102, 0.33221635350630946, 0.38780543330655215, 0.43773514574726285, 0.49512155195175395, 0.5386748329296669, 0.5984642121900573, 0.6358328343044825, 0.6816235502715342, 0.7214257460514443, 0.7654126379168895, 0.8089275095967996, 0.8560364690811212, 0.9039242420188294, 0.9519162512866671]"
2071,8,8,1e-05,ours,0.0008171135161495611,32,24,24,False,33.026250000000005,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0019203212577849627, 0.005887701641768217, 0.013014346361160278, 0.021692436188459396, 0.031586043536663055, 0.04144451394677162, 0.04904048517346382, 0.05510416999459267, 0.06040539965033531, 0.06493131071329117, 0.06857647001743317, 0.07256245613098145, 0.07764853537082672, 0.08319555222988129, 0.08823440968990326, 0.09277977049350739, 0.09777875244617462, 0.10256679356098175, 0.10702362656593323, 0.11234288662672043, 0.11974130570888519, 0.129244863986969, 0.1514407992362976, 0.20037433505058289, 0.24321401119232178, 0.2822571098804474, 0.37406980991363525, 0.49520114064216614, 0.5720004439353943, 0.6440557241439819, 0.7394578456878662, 0.8237400650978088]"
2071,8,8,1e-05,kang_sparse_2015_adaptation,9.220029072992438e-06,31,23,23,True,2787.4929000390694,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.024390243902439025, 0.04878048780487805, 0.07298018292682928, 0.07317073170731708, 0.12195121951219512, 0.14634146341463417, 0.17073170731707318, 0.1951219512195122, 0.21951219512195122, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.41463414634146345, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5121951219512195, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.6829268292682926, 0.7073170731707317, 0.7317073170731707, 0.8048780487804879, 0.8536585365853658, 0.9024390243902439]"
2071,8,8,1e-05,uniform_gradient_pruning,2.9731681434240866e-05,20,12,12,False,1467.910600011237,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.049657904213717644, 0.09926415754203191, 0.14727808862548347, 0.1932684089611491, 0.23352312842330344, 0.2821345536160471, 0.3522051179420237, 0.394462247142635, 0.44795602035836185, 0.48542516151892084, 0.5389113061058667, 0.5718850112409922, 0.6178431521475176, 0.6567400756378572, 0.7047714256401705, 0.749413956955386, 0.802338634325771, 0.8556337397578881, 0.9034079798177175, 0.9514810070058385]"
6151,8,8,1e-05,ours,0.0008487891966835058,32,24,24,False,31.073500000000003,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.0026587501633912325, 0.00965866632759571, 0.01881042867898941, 0.027930809184908867, 0.0361233651638031, 0.04300881177186966, 0.049022722989320755, 0.05482513830065727, 0.061070553958415985, 0.06752019375562668, 0.07406777888536453, 0.08044656366109848, 0.08592559397220612, 0.09030865877866745, 0.09489799290895462, 0.10028723627328873, 0.10585812479257584, 0.11101053655147552, 0.11572743952274323, 0.12097690999507904, 0.1271202117204666, 0.13443541526794434, 0.14334243535995483, 0.17070868611335754, 0.22791433334350586, 0.2596171796321869, 0.2919382154941559, 0.3887583315372467, 0.5218427777290344, 0.6085200309753418, 0.7034458518028259, 0.8242864012718201]"
6151,8,8,1e-05,kang_sparse_2015_adaptation,9.994768924475562e-06,25,17,17,True,2674.5653999969363,complete sparse ADMM selection + relocation + endpoint-constrained verification/fallback + final refit,chord_length,"[0.12195121951219512, 0.14634146341463417, 0.1951219512195122, 0.21951219512195122, 0.29268292682926833, 0.3170731707317073, 0.34146341463414637, 0.36585365853658536, 0.3902439024390244, 0.43902439024390244, 0.4634146341463415, 0.4878048780487805, 0.5365853658536586, 0.5609756097560976, 0.5853658536585366, 0.6097560975609756, 0.6341463414634146, 0.6585365853658536, 0.7317073170731707, 0.7560975609756098, 0.8048780487804879, 0.8536585365853658, 0.8548494664634146, 0.8780487804878049, 0.9268292682926829]"
6151,8,8,1e-05,uniform_gradient_pruning,2.4691525063620344e-05,20,12,12,False,1450.22290002089,complete uniform-Kmax initialization + all deletion scoring + gradient relocation + exact refit validation,chord_length,"[0.0513259914998312, 0.10245338818120459, 0.15306097041146008, 0.20574736487524375, 0.25754306188240217, 0.3059476220782623, 0.35716432556483596, 0.399785271900018, 0.45313880773476306, 0.4965488904827067, 0.5401007391368776, 0.5826703750826111, 0.6299594228500609, 0.6709155620265899, 0.7156925931650404, 0.7597162268331294, 0.8071911035592991, 0.855349128495698, 0.9016641216357674, 0.9502319963046978]"
6660,8,8,1e-05,ours,0.0009253721095687155,32,24,24,False,29.7378,synchronized batch-1 network forward only; input preloaded on device; final refit and verified repair excluded,network_predicted,"[0.005073657259345055, 0.0100143076851964, 0.015649205073714256, 0.023178763687610626, 0.03157952055335045, 0.04123344644904137, 0.05129661783576012, 0.06184005364775658, 0.07179150730371475, 0.07944031059741974, 0.08593937009572983, 0.09250874072313309, 0.09819342941045761, 0.10353695601224899, 0.1091809868812561, 0.11539585888385773, 0.12173984944820404, 0.12796197831630707, 0.13441316783428192, 0.1420210301876068, 0.15245209634304047, 0.18649578094482422, 0.20940160751342773, 0.23241740465164185, 0.25545138120651245, 0.2972261905670166, 0.33977559208869934, 0.4127473831176758, 0.4720763862133026, 0.6226657629013062, 0.6783470511436462, 0.8048101663589478]"
